Witnesses (0<=n<25),Number of liars
(0,0,0),5
(0,0,1),5
(0,0,2),5
(0,0,3),5
(0,0,4),5
(0,0,5),5
(0,0,6),5
(0,0,7),5
(0,0,8),5
(0,0,9),5
(0,0,10),5
(0,0,11),5
(0,0,12),5
(0,0,13),5
(0,0,14),5
(0,0,15),5
(0,0,16),5
(0,0,17),5
(0,0,18),5
(0,0,19),5
(0,0,20),5
(0,0,21),5
(0,0,22),5
(0,0,23),5
(0,0,24),5
(0,1,0),5
(0,1,1),5
(0,1,2),5
(0,1,3),5
(0,1,4),5
(0,1,5),5
(0,1,6),5
(0,1,7),5
(0,1,8),5
(0,1,9),5
(0,1,10),5
(0,1,11),5
(0,1,12),5
(0,1,13),5
(0,1,14),5
(0,1,15),5
(0,1,16),5
(0,1,17),5
(0,1,18),5
(0,1,19),5
(0,1,20),5
(0,1,21),5
(0,1,22),5
(0,1,23),5
(0,1,24),5
(0,2,0),5
(0,2,1),5
(0,2,2),5
(0,2,3),5
(0,2,4),5
(0,2,5),5
(0,2,6),5
(0,2,7),5
(0,2,8),5
(0,2,9),5
(0,2,10),5
(0,2,11),5
(0,2,12),5
(0,2,13),5
(0,2,14),5
(0,2,15),5
(0,2,16),5
(0,2,17),5
(0,2,18),5
(0,2,19),5
(0,2,20),5
(0,2,21),5
(0,2,22),5
(0,2,23),5
(0,2,24),5
(0,3,0),5
(0,3,1),5
(0,3,2),5
(0,3,3),5
(0,3,4),5
(0,3,5),5
(0,3,6),5
(0,3,7),5
(0,3,8),5
(0,3,9),5
(0,3,10),5
(0,3,11),5
(0,3,12),5
(0,3,13),5
(0,3,14),5
(0,3,15),5
(0,3,16),5
(0,3,17),5
(0,3,18),5
(0,3,19),5
(0,3,20),5
(0,3,21),5
(0,3,22),5
(0,3,23),5
(0,3,24),5
(0,4,0),5
(0,4,1),5
(0,4,2),5
(0,4,3),5
(0,4,4),5
(0,4,5),5
(0,4,6),5
(0,4,7),5
(0,4,8),5
(0,4,9),5
(0,4,10),5
(0,4,11),5
(0,4,12),5
(0,4,13),5
(0,4,14),5
(0,4,15),5
(0,4,16),5
(0,4,17),5
(0,4,18),5
(0,4,19),5
(0,4,20),5
(0,4,21),5
(0,4,22),5
(0,4,23),5
(0,4,24),5
(0,5,0),5
(0,5,1),5
(0,5,2),5
(0,5,3),5
(0,5,4),5
(0,5,5),5
(0,5,6),5
(0,5,7),5
(0,5,8),5
(0,5,9),5
(0,5,10),5
(0,5,11),5
(0,5,12),5
(0,5,13),5
(0,5,14),5
(0,5,15),5
(0,5,16),5
(0,5,17),5
(0,5,18),5
(0,5,19),5
(0,5,20),5
(0,5,21),5
(0,5,22),5
(0,5,23),5
(0,5,24),5
(0,6,0),5
(0,6,1),5
(0,6,2),5
(0,6,3),5
(0,6,4),5
(0,6,5),5
(0,6,6),5
(0,6,7),5
(0,6,8),5
(0,6,9),5
(0,6,10),5
(0,6,11),5
(0,6,12),5
(0,6,13),5
(0,6,14),5
(0,6,15),5
(0,6,16),5
(0,6,17),5
(0,6,18),5
(0,6,19),5
(0,6,20),5
(0,6,21),5
(0,6,22),5
(0,6,23),5
(0,6,24),5
(0,7,0),5
(0,7,1),5
(0,7,2),5
(0,7,3),5
(0,7,4),5
(0,7,5),5
(0,7,6),5
(0,7,7),5
(0,7,8),5
(0,7,9),5
(0,7,10),5
(0,7,11),5
(0,7,12),5
(0,7,13),5
(0,7,14),5
(0,7,15),5
(0,7,16),5
(0,7,17),5
(0,7,18),5
(0,7,19),5
(0,7,20),5
(0,7,21),5
(0,7,22),5
(0,7,23),5
(0,7,24),5
(0,8,0),5
(0,8,1),5
(0,8,2),5
(0,8,3),5
(0,8,4),5
(0,8,5),5
(0,8,6),5
(0,8,7),5
(0,8,8),5
(0,8,9),5
(0,8,10),5
(0,8,11),5
(0,8,12),5
(0,8,13),5
(0,8,14),5
(0,8,15),5
(0,8,16),5
(0,8,17),5
(0,8,18),5
(0,8,19),5
(0,8,20),5
(0,8,21),5
(0,8,22),5
(0,8,23),5
(0,8,24),5
(0,9,0),5
(0,9,1),5
(0,9,2),5
(0,9,3),5
(0,9,4),5
(0,9,5),5
(0,9,6),5
(0,9,7),5
(0,9,8),5
(0,9,9),5
(0,9,10),5
(0,9,11),5
(0,9,12),5
(0,9,13),5
(0,9,14),5
(0,9,15),5
(0,9,16),5
(0,9,17),5
(0,9,18),5
(0,9,19),5
(0,9,20),5
(0,9,21),5
(0,9,22),5
(0,9,23),5
(0,9,24),5
(0,10,0),5
(0,10,1),5
(0,10,2),5
(0,10,3),5
(0,10,4),5
(0,10,5),5
(0,10,6),5
(0,10,7),5
(0,10,8),5
(0,10,9),5
(0,10,10),5
(0,10,11),5
(0,10,12),5
(0,10,13),5
(0,10,14),5
(0,10,15),5
(0,10,16),5
(0,10,17),5
(0,10,18),5
(0,10,19),5
(0,10,20),5
(0,10,21),5
(0,10,22),5
(0,10,23),5
(0,10,24),5
(0,11,0),5
(0,11,1),5
(0,11,2),5
(0,11,3),5
(0,11,4),5
(0,11,5),5
(0,11,6),5
(0,11,7),5
(0,11,8),5
(0,11,9),5
(0,11,10),5
(0,11,11),5
(0,11,12),5
(0,11,13),5
(0,11,14),5
(0,11,15),5
(0,11,16),5
(0,11,17),5
(0,11,18),5
(0,11,19),5
(0,11,20),5
(0,11,21),5
(0,11,22),5
(0,11,23),5
(0,11,24),5
(0,12,0),5
(0,12,1),5
(0,12,2),5
(0,12,3),5
(0,12,4),5
(0,12,5),5
(0,12,6),5
(0,12,7),5
(0,12,8),5
(0,12,9),5
(0,12,10),5
(0,12,11),5
(0,12,12),5
(0,12,13),5
(0,12,14),5
(0,12,15),5
(0,12,16),5
(0,12,17),5
(0,12,18),5
(0,12,19),5
(0,12,20),5
(0,12,21),5
(0,12,22),5
(0,12,23),5
(0,12,24),5
(0,13,0),5
(0,13,1),5
(0,13,2),5
(0,13,3),5
(0,13,4),5
(0,13,5),5
(0,13,6),5
(0,13,7),5
(0,13,8),5
(0,13,9),5
(0,13,10),5
(0,13,11),5
(0,13,12),5
(0,13,13),5
(0,13,14),5
(0,13,15),5
(0,13,16),5
(0,13,17),5
(0,13,18),5
(0,13,19),5
(0,13,20),5
(0,13,21),5
(0,13,22),5
(0,13,23),5
(0,13,24),5
(0,14,0),5
(0,14,1),5
(0,14,2),5
(0,14,3),5
(0,14,4),5
(0,14,5),5
(0,14,6),5
(0,14,7),5
(0,14,8),5
(0,14,9),5
(0,14,10),5
(0,14,11),5
(0,14,12),5
(0,14,13),5
(0,14,14),5
(0,14,15),5
(0,14,16),5
(0,14,17),5
(0,14,18),5
(0,14,19),5
(0,14,20),5
(0,14,21),5
(0,14,22),5
(0,14,23),5
(0,14,24),5
(0,15,0),5
(0,15,1),5
(0,15,2),5
(0,15,3),5
(0,15,4),5
(0,15,5),5
(0,15,6),5
(0,15,7),5
(0,15,8),5
(0,15,9),5
(0,15,10),5
(0,15,11),5
(0,15,12),5
(0,15,13),5
(0,15,14),5
(0,15,15),5
(0,15,16),5
(0,15,17),5
(0,15,18),5
(0,15,19),5
(0,15,20),5
(0,15,21),5
(0,15,22),5
(0,15,23),5
(0,15,24),5
(0,16,0),5
(0,16,1),5
(0,16,2),5
(0,16,3),5
(0,16,4),5
(0,16,5),5
(0,16,6),5
(0,16,7),5
(0,16,8),5
(0,16,9),5
(0,16,10),5
(0,16,11),5
(0,16,12),5
(0,16,13),5
(0,16,14),5
(0,16,15),5
(0,16,16),5
(0,16,17),5
(0,16,18),5
(0,16,19),5
(0,16,20),5
(0,16,21),5
(0,16,22),5
(0,16,23),5
(0,16,24),5
(0,17,0),5
(0,17,1),5
(0,17,2),5
(0,17,3),5
(0,17,4),5
(0,17,5),5
(0,17,6),5
(0,17,7),5
(0,17,8),5
(0,17,9),5
(0,17,10),5
(0,17,11),5
(0,17,12),5
(0,17,13),5
(0,17,14),5
(0,17,15),5
(0,17,16),5
(0,17,17),5
(0,17,18),5
(0,17,19),5
(0,17,20),5
(0,17,21),5
(0,17,22),5
(0,17,23),5
(0,17,24),5
(0,18,0),5
(0,18,1),5
(0,18,2),5
(0,18,3),5
(0,18,4),5
(0,18,5),5
(0,18,6),5
(0,18,7),5
(0,18,8),5
(0,18,9),5
(0,18,10),5
(0,18,11),5
(0,18,12),5
(0,18,13),5
(0,18,14),5
(0,18,15),5
(0,18,16),5
(0,18,17),5
(0,18,18),5
(0,18,19),5
(0,18,20),5
(0,18,21),5
(0,18,22),5
(0,18,23),5
(0,18,24),5
(0,19,0),5
(0,19,1),5
(0,19,2),5
(0,19,3),5
(0,19,4),5
(0,19,5),5
(0,19,6),5
(0,19,7),5
(0,19,8),5
(0,19,9),5
(0,19,10),5
(0,19,11),5
(0,19,12),5
(0,19,13),5
(0,19,14),5
(0,19,15),5
(0,19,16),5
(0,19,17),5
(0,19,18),5
(0,19,19),5
(0,19,20),5
(0,19,21),5
(0,19,22),5
(0,19,23),5
(0,19,24),5
