Witnesses (0<=n<50),Number of liars
(0,0,0),11
(0,0,1),11
(0,0,2),11
(0,0,3),11
(0,0,4),11
(0,0,5),11
(0,0,6),11
(0,0,7),11
(0,0,8),11
(0,0,9),11
(0,0,10),11
(0,0,11),11
(0,0,12),11
(0,0,13),11
(0,0,14),11
(0,0,15),11
(0,0,16),11
(0,0,17),11
(0,0,18),11
(0,0,19),11
(0,0,20),11
(0,0,21),11
(0,0,22),11
(0,0,23),11
(0,0,24),11
(0,0,25),11
(0,0,26),11
(0,0,27),11
(0,0,28),11
(0,0,29),11
(0,0,30),11
(0,0,31),11
(0,0,32),11
(0,0,33),11
(0,0,34),11
(0,0,35),11
(0,0,36),11
(0,0,37),11
(0,0,38),11
(0,0,39),11
(0,0,40),11
(0,0,41),11
(0,0,42),11
(0,0,43),11
(0,0,44),11
(0,0,45),11
(0,0,46),11
(0,0,47),11
(0,0,48),11
(0,1,0),11
(0,1,1),11
(0,1,2),11
(0,1,3),11
(0,1,4),11
(0,1,5),11
(0,1,6),11
(0,1,7),11
(0,1,8),11
(0,1,9),11
(0,1,10),11
(0,1,11),11
(0,1,12),11
(0,1,13),11
(0,1,14),11
(0,1,15),11
(0,1,16),11
(0,1,17),11
(0,1,18),11
(0,1,19),11
(0,1,20),11
(0,1,21),11
(0,1,22),11
(0,1,23),11
(0,1,24),11
(0,1,25),11
(0,1,26),11
(0,1,27),11
(0,1,28),11
(0,1,29),11
(0,1,30),11
(0,1,31),11
(0,1,32),11
(0,1,33),11
(0,1,34),11
(0,1,35),11
(0,1,36),11
(0,1,37),11
(0,1,38),11
(0,1,39),11
(0,1,40),11
(0,1,41),11
(0,1,42),11
(0,1,43),11
(0,1,44),11
(0,1,45),11
(0,1,46),11
(0,1,47),11
(0,1,48),11
(0,2,0),11
(0,2,1),11
(0,2,2),11
(0,2,3),11
(0,2,4),11
(0,2,5),11
(0,2,6),11
(0,2,7),11
(0,2,8),11
(0,2,9),11
(0,2,10),11
(0,2,11),11
(0,2,12),11
(0,2,13),11
(0,2,14),11
(0,2,15),11
(0,2,16),11
(0,2,17),11
(0,2,18),11
(0,2,19),11
(0,2,20),11
(0,2,21),11
(0,2,22),11
(0,2,23),11
(0,2,24),11
(0,2,25),11
(0,2,26),11
(0,2,27),11
(0,2,28),11
(0,2,29),11
(0,2,30),11
(0,2,31),11
(0,2,32),11
(0,2,33),11
(0,2,34),11
(0,2,35),11
(0,2,36),11
(0,2,37),11
(0,2,38),11
(0,2,39),11
(0,2,40),11
(0,2,41),11
(0,2,42),11
(0,2,43),11
(0,2,44),11
(0,2,45),11
(0,2,46),11
(0,2,47),11
(0,2,48),11
(0,3,0),11
(0,3,1),11
(0,3,2),11
(0,3,3),11
(0,3,4),11
(0,3,5),11
(0,3,6),11
(0,3,7),11
(0,3,8),11
(0,3,9),11
(0,3,10),11
(0,3,11),11
(0,3,12),11
(0,3,13),11
(0,3,14),11
(0,3,15),11
(0,3,16),11
(0,3,17),11
(0,3,18),11
(0,3,19),11
(0,3,20),11
(0,3,21),11
(0,3,22),11
(0,3,23),11
(0,3,24),11
(0,3,25),11
(0,3,26),11
(0,3,27),11
(0,3,28),11
(0,3,29),11
(0,3,30),11
(0,3,31),11
(0,3,32),11
(0,3,33),11
(0,3,34),11
(0,3,35),11
(0,3,36),11
(0,3,37),11
(0,3,38),11
(0,3,39),11
(0,3,40),11
(0,3,41),11
(0,3,42),11
(0,3,43),11
(0,3,44),11
(0,3,45),11
(0,3,46),11
(0,3,47),11
(0,3,48),11
(0,4,0),11
(0,4,1),11
(0,4,2),11
(0,4,3),11
(0,4,4),11
(0,4,5),11
(0,4,6),11
(0,4,7),11
(0,4,8),11
(0,4,9),11
(0,4,10),11
(0,4,11),11
(0,4,12),11
(0,4,13),11
(0,4,14),11
(0,4,15),11
(0,4,16),11
(0,4,17),11
(0,4,18),11
(0,4,19),11
(0,4,20),11
(0,4,21),11
(0,4,22),11
(0,4,23),11
(0,4,24),11
(0,4,25),11
(0,4,26),11
(0,4,27),11
(0,4,28),11
(0,4,29),11
(0,4,30),11
(0,4,31),11
(0,4,32),11
(0,4,33),11
(0,4,34),11
(0,4,35),11
(0,4,36),11
(0,4,37),11
(0,4,38),11
(0,4,39),11
(0,4,40),11
(0,4,41),11
(0,4,42),11
(0,4,43),11
(0,4,44),11
(0,4,45),11
(0,4,46),11
(0,4,47),11
(0,4,48),11
(0,5,0),11
(0,5,1),11
(0,5,2),11
(0,5,3),11
(0,5,4),11
(0,5,5),11
(0,5,6),11
(0,5,7),11
(0,5,8),11
(0,5,9),11
(0,5,10),11
(0,5,11),11
(0,5,12),11
(0,5,13),11
(0,5,14),11
(0,5,15),11
(0,5,16),11
(0,5,17),11
(0,5,18),11
(0,5,19),11
(0,5,20),11
(0,5,21),11
(0,5,22),11
(0,5,23),11
(0,5,24),11
(0,5,25),11
(0,5,26),11
(0,5,27),11
(0,5,28),11
(0,5,29),11
(0,5,30),11
(0,5,31),11
(0,5,32),11
(0,5,33),11
(0,5,34),11
(0,5,35),11
(0,5,36),11
(0,5,37),11
(0,5,38),11
(0,5,39),11
(0,5,40),11
(0,5,41),11
(0,5,42),11
(0,5,43),11
(0,5,44),11
(0,5,45),11
(0,5,46),11
(0,5,47),11
(0,5,48),11
(0,6,0),11
(0,6,1),11
(0,6,2),11
(0,6,3),11
(0,6,4),11
(0,6,5),11
(0,6,6),11
(0,6,7),11
(0,6,8),11
(0,6,9),11
(0,6,10),11
(0,6,11),11
(0,6,12),11
(0,6,13),11
(0,6,14),11
(0,6,15),11
(0,6,16),11
(0,6,17),11
(0,6,18),11
(0,6,19),11
(0,6,20),11
(0,6,21),11
(0,6,22),11
(0,6,23),11
(0,6,24),11
(0,6,25),11
(0,6,26),11
(0,6,27),11
(0,6,28),11
(0,6,29),11
(0,6,30),11
(0,6,31),11
(0,6,32),11
(0,6,33),11
(0,6,34),11
(0,6,35),11
(0,6,36),11
(0,6,37),11
(0,6,38),11
(0,6,39),11
(0,6,40),11
(0,6,41),11
(0,6,42),11
(0,6,43),11
(0,6,44),11
(0,6,45),11
(0,6,46),11
(0,6,47),11
(0,6,48),11
(0,7,0),11
(0,7,1),11
(0,7,2),11
(0,7,3),11
(0,7,4),11
(0,7,5),11
(0,7,6),11
(0,7,7),11
(0,7,8),11
(0,7,9),11
(0,7,10),11
(0,7,11),11
(0,7,12),11
(0,7,13),11
(0,7,14),11
(0,7,15),11
(0,7,16),11
(0,7,17),11
(0,7,18),11
(0,7,19),11
(0,7,20),11
(0,7,21),11
(0,7,22),11
(0,7,23),11
(0,7,24),11
(0,7,25),11
(0,7,26),11
(0,7,27),11
(0,7,28),11
(0,7,29),11
(0,7,30),11
(0,7,31),11
(0,7,32),11
(0,7,33),11
(0,7,34),11
(0,7,35),11
(0,7,36),11
(0,7,37),11
